Category,Text,Prediction
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/TkBjotv7zl https://t.co/tuzBIYYwaH",0.40359372
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/uePVPnRMM8 https://t.co/Rk2VLIp2ns",0.40359372
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/zbm1ZbIhdr https://t.co/zJJN7NNWNq",0.40359372
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/lrK50JBkpi https://t.co/ZQDP1EwEeN",0.40359372
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/7SuERSZ40G https://t.co/OQczuR2PZw",0.40359372
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/dv0gjKdW97 https://t.co/oIOZyDMb3x",0.40359372
wt_text,Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In??E.T.? https://t.co/kcelKZYhMs https://t.co/yq30kH57Br,0.30756539
wt_text,"Steven Spielberg Regrets Replacing #guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other Classics https://t.co/fNUUZD4DOb https://t.co/mR1ES5EvHV",0.39506418
wt_text,"Steven Spielberg Regrets Replacing #guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other Classics https://t.co/LK9S400Qzf https://t.co/al93996xcq",0.39506418
wt_text,"LOWEST PRICE! Walkie Talkies for Kids, 22 Channel Walkie Talkies 2 Way Radio 3 Miles (Up to 5Miles) FRS/GMRS Handheld Mini Walkie Talkies for Kids (Pair) (Blue) https://t.co/O7Prv2EWaD",0.10761489
wt_text,"I want it written in Barrymore?s blood, witnessed by Harrison Ford &amp; sealed with the tears of Tom Hanks: Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other Classics https://t.co/yPdbGSvTpI via @uproxx",0.91492712
wt_text,"#entertainment Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other Classics https://t.co/Y4gAUgQ5EX",0.59037179
wt_text,"Steven Spielberg regrets replacing guns with walkie-talkies in 'E.T.', vows not to 'digitally enhance' any other classics https://t.co/6dNfTmxgGI https://t.co/gElfTFMUqj",0.21336007
wt_text,Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.? #Movies https://t.co/V6SvaO2c3B,0.33748206
wt_text,"Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally Enhance? Any Other?Classics https://t.co/cx0JTY63KT",0.4044258
wt_text,"?Entertainment?  Steven Spielberg Regrets Replacing Guns With Walkie-Talkies In ?E.T.?, Vows Not To ?Digitally... https://t.co/dRD8jA4gi0",0.52632487
wt_text,And they looked like those old fashioned walkie talkies from Army Surplus circa 1957. https://t.co/9vgJD9PGZe,0.06466483
wt_text,RT @crowenfeels_: ?That makes you a Mills and so am I... Just don?t call me grandma. And Mills family does what heroes do best. We save peo?,0.89862347
wt_text,RT @OcCouponLady: Time to start thinking about birthdays and Christmas. some of these dates will be here sooner than you think! :) https://?,0.71426255
wt_text,Time to start thinking about birthdays and Christmas. some of these dates will be here sooner than you think! :) https://t.co/PvyTliiHAx https://t.co/ctfCgWyem2,0.47053301
wt_text,ON SALE! DIMY Walkie Talkies for Kids - Best Gifts - https://t.co/DNoOHYWWH3 https://t.co/nHJBNpHydT,0.55341458
wt_text,"Is there really any need for all the wrap on these bloody ToysRus batteries? I swear, I almost just broke my fucking hand as well as almost bleed to death getting 6 batteries out for Brody Walkie talkies. Ffs that really hurt!",0.03389362
wt_text,"?? -9,25? en esta #oferta: FLOUREON T-388 2 x Walkie Talkies 8 canales, 2 way radio... 
? https://t.co/Q3T0SP4tK3
?? 1% reservado https://t.co/vU5eayX0FV",0.17422472
wt_text,RT @crowenfeels_: ?That makes you a Mills and so am I... Just don?t call me grandma. And Mills family does what heroes do best. We save peo?,0.89862347
wt_text,"Retevis RT27ie Talkies Rechargeable Security 2 Way Radio 22CH Scrambler VOX license-free FRS Radio (Black,20 pack) https://t.co/5MVF6aoJMh",0.17451562
wt_text,Spy Gear Field Agent Walkie Talkies - https://t.co/8sLWIl8lU0 https://t.co/fA5Me4Ydcw https://t.co/ec5DP8URT6,0.48566434
wt_text,"RT @wisaltd: Very clever #innovation!  The ear defenders, #headphones, block out a level of background noise but allow workers to talk to each other via paired #smartphones or walkie-talkies https://t.co/jR74fpYeCd. https://t.co/lvOVSNo9xh",0.49957728
wt_text,RT @crowenfeels_: ?That makes you a Mills and so am I... Just don?t call me grandma. And Mills family does what heroes do best. We save peo?,0.89862347
rd_text,Help me win an Escort Redline EX #RadarDetector from @EscortRadar and @VortexRadar! https://t.co/3I4yVuquGh #giveaway https://t.co/ryDm4SKB6i,0.94083393
rd_text,"Like and Share if you want this Whistler CR90 High Performance Laser Radar Detector with Internal GPS

Tag a... https://t.co/Bx4a7ZfKGh",0.64713532
rd_text,"Like and Share if you want this Escort Max 360 Radar Detector (Black)

Tag a friend who would love this!

Get it... https://t.co/lE04e49cen",0.49076289
rd_text,K40 Electronics is the fun radar detector company! https://t.co/m1f4DTf9tQ,0.84340024
rd_text,Like and Share if you want this Beltronics RX65 Red Professional Series Radar/Laser Detector with Accessories... https://t.co/9YD4izkwMO,0.42703694
rd_text,"Like and Share if you want this Radenso Pro M Extreme Range Radar &amp; Laser Detector with GPS Lockout, Red Light /... https://t.co/5s8lDJbazG",0.01774011
rd_text,"Like and Share if you want this Uniden R3 Extreme Long Range Radar Laser Detector GPS, 360 Degree, DSP, Voice... https://t.co/cjrJtDxvu0",0.39339823
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Like and Share if you want this Cobra ESD7570 9-Band Performance Radar/Laser Detector with 360 Degree Detection... https://t.co/EiGUXrsy5m,0.5350967
rd_text,Like and Share if you want this Cobra ESD7570 9-Band Performance Radar/Laser Detector with 360 Degree Detection... https://t.co/JPQ5x3e8He,0.5350967
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"Please RT? #cars #supercars #luxurycars #motor Escort Max 360 Radar and Laser Detector: Hey, Those... https://t.co/ulXdUC9frp",0.73312718
rd_text,"Please RT? #cars #supercars #luxurycars #motor Escort Max 360 Radar and Laser Detector: Hey, Those... https://t.co/0DMq7OcBNr",0.73312718
rd_text,Win an Escort Redline EX Radar Detector ? $599 retail value (04/05/2018) {US} #giveaway #sweeps?#win https://t.co/CLR1bVH1xP,0.9904269
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"47 OFF 360 Degree Car Radar Detector 16 Band LED Display,limited offer $9.99 https://t.co/OpfDxuu9Or",0.00878803
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"Designed as a complement to your video surveillance system, AXIS D2050-VE
detects trespassers who may have breached your first line of defense to enter
your premises, minimizing false alarms in any weather and at any time of the day or night https://t.co/B9dH2UqQfU https://t.co/kGbAVIk7JI",0.16606708
rd_text,"Radar Detector - Car Detector https://t.co/MibRRXR59X

A radar detector is an electronic device used by motorists to detect if their speed is being monitored by police or law enforcement using a radar gun. Most radar detectors are used so the driver can reduce the car's speed b? https://t.co/xhi4qICi4c",0.04524378
rd_text,You are a radar detector,0.55524647
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,I liked a @YouTube video https://t.co/03M11vskka Is A $50 Radar Detector BETTER Than A $650 Detector??,0.43016571
rd_text,"Babe said ? don?t get use too this? hands me his radar detector, guess all them back rubs have came in handy ?????",0.00589755
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Check out MINT!!! Whistler Z-11R+ Laser Radar Detector LOOK!!! #Whistler https://t.co/te1EZm4XsC via @eBay,0.15603256
rd_text,"#roadtripquoteswithdaegan 
*radar detector goes off*
?I?m not speeding why am I scared??",0.03408243
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"Hey @StateFarm You remember that time I had a RADAR DETECTOR ticket and was from a state where they are not illegal and you hit me with doubling my policy?  a ""Z"" violation because it is not illegal?  Ya I do.. State Farm SUCKS!!!",0.2718116
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"Only $0,  VGR - B Car DVR Camera Radar Detector $0 https://t.co/wwZ3aPoD8L via @trend_slam https://t.co/VU2oYS4knN",0.03066034
rd_text,Gear up your car with the best accessories! Check out our radar detector here ?https://t.co/2PjcDVMdzw https://t.co/ZDtFADdlUv,0.85017723
rd_text,Escort MAX 360c review - The Escort Max 360c radar detector adds a new Wi-Fi feature to download the latest updates and connect to crowd-sourced alerts via your connected car. Is this enough of an improvement over the standard Max 360 to warrant the cost? The post Escort MAX 3... https://t.co/thMjbuuKLO,0.92884344
rd_text,@omarhabib_ https://t.co/dcBBwjZaQR,0.3276971
rd_text,@FatKidDeals can u link me on that cobra laser/radar detector pls,0.5449369
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Escort Passport S55 High Performance Pro Radar and Laser Detector with DSP (High-Intensity Red?Display) https://t.co/nyY4TyqWk6,0.8835963
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Help me win an Escort Redline EX #RadarDetector from @EscortRadar and @VortexRadar! https://t.co/3I4yVuquGh #giveaway https://t.co/ryDm4SKB6i,0.94083393
rd_text,"Does the #spring weather make you want to drive fast? Eliminate the worry about getting a speeding ticket and invest in a radar detector. 
#cartech #radardetector #safedriving #drivingsafety https://t.co/90tsp2TQsf",0.90822464
rd_text,Escort MAX 360c review: The Escort Max 360c radar detector adds a new Wi-Fi feature to download the latest updates and connect to crowd-sourced alerts via your connected car. Is this enough of an improvement over the standard Max 360 to warrant the cost?? https://t.co/VUwZ33dwiJ,0.95283753
rd_text,Escort MAX 360c review: The Escort Max 360c radar detector adds a new Wi-Fi feature to? https://t.co/e44mf9i6mv,0.96692175
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Escort MAX 360c review: The Escort Max 360c radar detector adds a new Wi-Fi feature to download the latest updates and connect to crowd-sourced alerts via your connected car. Is this enough of an improvement over the standard Max 360 to warrant the cost? https://t.co/7gnyOhE9zs https://t.co/Xwe92k70nH,0.96639764
rd_text,"#SundayMorning Get #CarRadarDetector LED Display Anti-Police Radar Detector Speed Voice Alert for $US 11.99 instead of $US 17.10 with #Coupon AK6239
Get Here -&gt; https://t.co/nl9tTFLAMy https://t.co/OKW2aDAcvN",0.02959883
rd_text,"For my bday I want bang preworkout, a cricut, and a new radar detector",0.89534211
rd_text,Good #pop #music now playing Darwin Deez - Radar Detector on https://t.co/mcQcw88RUw,0.74384683
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Strong Suction Mount for All Whistler Radar Detector (CR65 CR 70 CR75 CR80 CR85 CR90 CR93 XTR Pro DE17xx XTR2xx XT https://t.co/ZVfFUeuESq,0.31035107
rd_text,Help me win an Escort Redline EX #RadarDetector from @EscortRadar and @VortexRadar! https://t.co/y9qk1hxuXu #giveaway https://t.co/WwjplvTZcA,0.94083393
rd_text,"Shoutout to the person who got into my car last night and left everything, including the GPS, radar detector, and the actual key to the actual car.",0.53170812
rd_text,Car Radar Detector 360 Degree 16 Band LED Display Anti Police Radar Detector Speed Voice Alert Warning Russia/English Version ? https://t.co/m7hJMVnVVI,0.05572677
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,2in1 Car DVR Radar Dash Cam Laser Video Speed Detector/GPS Car Camera Record 140 Degree High-Definition Resolution: 1280x720 https://t.co/LVwu2M7Wdl,0.25438541
rd_text,Radar Detector (The Loving Hand Remix) - Darwin Deez,0.509547
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"@BexBB9 I had this happen to me too back in the late 90?s. They took my cd changer, cd?s, radar detector and even my prescription sunglasses!  So I know how awful it feels to be violated like that. Got myself a car alarm &amp; haven?t had a problem since.",0.75357741
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Help me win an Escort Redline EX #RadarDetector from @EscortRadar and @VortexRadar! https://t.co/3I4yVuquGh #giveaway https://t.co/ryDm4SKB6i,0.94083393
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,K40 Electronics Radar Detector Remote - FCC ID W75-RL-RCU w/ visor clip https://t.co/VEpzNc4t87 https://t.co/7vFxOwXVgb,0.94649786
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Anti-Slip Radar Detector Dash Mat by Meter.llc (126) Buy new: $7.99 (Visit the Hot New? https://t.co/u9LipY5sYv,0.28911838
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,music greatest hits pop rock music: Darwin Deez - Radar Detector https://t.co/oWuDpFeqPB,0.2281706
rd_text,Gostei de um v?deo @YouTube https://t.co/GqPt1ykj15 ebay V7 Radar detector tear down road test laser detector,0.76364332
rd_text,Radar detector for sale!! DM me for details,0.01163234
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"Laser Detector for $18, 4 left!

https://t.co/YAdfQDzWDa https://t.co/5WKWVVIgRj",0.19492659
rd_text,"Laser Detector for $18, 4 left!

https://t.co/pIM2q7TRlF https://t.co/wCjDJCXw25",0.19492659
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Anti-Slip Radar Detector Dash Mat by Meter.llc (126) Buy new: $7.99 (Visit the Hot New? https://t.co/xAzuYOQhme,0.28911838
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,Help me win an Escort Redline EX #RadarDetector from @EscortRadar and @VortexRadar! https://t.co/JzmDZbQCvh #giveaway https://t.co/RzjkhdoZ2Y,0.94083393
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?",0.48629218
rd_text,"RT @TaylorRaysTweet: Dude is riding by bumper HARD @ 80mph.. *radar detector beeps* 
I rolled some coal on dude, then moved over to let him?ca_text",0.43123388
ca_text,"35% OFF #sale #save #FMTransmitter @amazon Bluetooth FM Transmitter, OldShark Car MP3 Player Wireless Radio Audio Adapter Handsfree Car Kit with 1.44 Inch Display and USB Car Charger Hands Free Calling for Smartphones, Tablets,... https://t.co/5ZTmGlZ1bA https://t.co/duXgpRs5u5",0.60201305
ca_text,"35% OFF #sale #save #FMTransmitter @amazon Bluetooth FM Transmitter, OldShark Car MP3 Player Wireless Radio Audio Adapter Handsfree Car Kit with 1.44 Inch Display and USB Car Charger Hands Free Calling for Smartphones, Tablets,... https://t.co/BhPiWr0lU4 https://t.co/yGZrCKyjVO",0.60201305
ca_text,"35% OFF #sale #save #FMTransmitter @amazon Bluetooth FM Transmitter, OldShark Car MP3 Player Wireless Radio Audio Adapter Handsfree Car Kit with 1.44 Inch Display and USB Car Charger Hands Free Calling for Smartphones, Tablets,... https://t.co/IFP8ChbuKl https://t.co/vpcvSLzitS",0.60201305
ca_text,"35% OFF #sale #save #FMTransmitter @amazon Bluetooth FM Transmitter, OldShark Car MP3 Player Wireless Radio Audio Adapter Handsfree Car Kit with 1.44 Inch Display and USB Car Charger Hands Free Calling for Smartphones, Tablets,... https://t.co/HEXqxK8bdr https://t.co/scE72kiSOt",0.60201305
ca_text,"To make matters worse, it started to snow and once we reached the bottom, our audio gear kept freezing. Did I mention I left my guitar strap in the car!",0.00231188
ca_text,"https://t.co/F200JMHeI7
  
Price: (as of Jan 01,1970 00:00:00  ? Details)

Two Microphones for Smooth, Direct Communication: One mic for clear calls, the... https://t.co/vdPI7vpy3W",0.13379821
ca_text,#Bluetooth Hands-free Audio Adapter for Home &amp; Car Stereo https://t.co/Ob08wZT6Af #adapters #widest,0.05187863
ca_text,je rt car c'est rigolo mais oubliez pas qu'il a fait LA SUPERBE ET G?NIALISSIME SERIE AUDIO CLYDE VANILLA https://t.co/jtQxn2u8Py,0.97748655
ca_text,"Revving Up With NST Audio:

The Parliament Art Car, by Sound  Investment for Insomniac Events!
Funktion One PA with NST Processing

@funktionone @insomniacevents @SndInvstmnt

Photo credits: Alex Rugowski https://t.co/Y04bn28I4h",0.56955099
ca_text,SPRING BREAK NATIONALS THIS WEEKEND #WOOPS https://t.co/ujnq22icPe,0.06479842
ca_text,"@PierreRevillon Je n'ai jamais appr?ci? Zoubir.
Mais j'esp?re pour les 5 RT qui ont entendu ces dires ont des enregistrements audio (je ne mets pas leurs paroles en doute), car l? Zoubir a la possibilit? de porter plainte pour diffamation.",0.96929234
ca_text,"SHARE YOUR EXPERIENCE WITH ORION CAR AUDIO!
LEAVE US A REVIEW ??? https://t.co/KvZUv859Un",0.21092519
ca_text,"Some late night fabricating! It?s either this or go home and shovel snow. It?s a no brainer. ??? #lovewhatido #handmade #builtnotbought #12volt #top50installers #speedofsound

Are you looking for the best Car Audio &amp; Window Tint Shop in the Milford-New Haven, CT area? Give u https://t.co/Ljv9p11YYO",0.7999692
ca_text,"DO NOT MISS THIS Website, Best of High Quality Products Bluetooth Receiver, Portable Bluetooth Adapter / Car Kit, https://t.co/N0vQKS8MKQ",0.61761612
ca_text,"DO NOT MISS THIS Website, Best of High Quality Products Bluetooth Receiver, Portable Bluetooth Adapter / Car Kit, https://t.co/Zj8pHsM9RI",0.61761612
ca_text,I just plugged my phone into the aux in my car and it randomly started playing an audio clip of someone saying ?yeah you can get that for half the price of a regular home?. I had no apps open. I have so many questions.,0.44377604
ca_text,"Tim Johnson LIVE ?
DODGE RAM TEST #ORIONARMY https://t.co/tABMPprHtp",0.61064553
ca_text,"A ?couter car, c'est une le?on de vie... RMC : 19/03 - Le Grand Oral des GG : ?ric Dupond-Moretti https://t.co/OCGflsjLwc via @RMCInfo",0.50619054
ca_text,Thanks for sharing ?? #Repost @farzadgh064 https://t.co/1M6WiJax8j,0.79392678
ca_text,A un Mes del CAR AUDIO . Barrancabermeja 2018 https://t.co/whyw1AsLKw,0.05843088
ca_text,"Killer pods.

Repost: bobbygately 

.
-
-
-
Follow CAR AUDIO ADDICTS for more car audio? https://t.co/gMTRdTjXu2",0.25805113
ca_text,"Nice looking door panels coming from pressure_garage_808_ . 

.
-
-
-
Follow CAR AUDIO ADDICTS? https://t.co/43UcfSkuch",0.29750606
ca_text,"Son los mejores en sistemas de Car Audio de la cuidad, trabajo 100% garantizado, con los est?ndar de calidad mas alto en todo el pa?s. https://t.co/pC9WwEhDMe",0.99380648
ca_text,"RT @HotsalesFree: Pyle Audio Sub Subwoofer Car Stereo Woofer Dual Voice Coil 600 Watt 4 Ohm 6.5 In
https://t.co/eELdzPM41X
Save 10% on your?",0.86910027
ca_text,"NOTICE:
1. 5V Charger Only. Overvoltage will damage battery.
2. This headset doesn&amp;#039;t support media audio and de https://t.co/SHisLPzbI7",0.00531063
ca_text,RT @CatalunyaRadio: ? Llogar pis a Barcelona ja ?s m?s car que als anys de la bombolla immobili?ria. N'hem parlat a @Solidaris_CR. https://?,0.36826092
ca_text,@Dimitry49 Do you have issues with the 5T's Bluetooth audio stuttering or losing connection to your headset? I'm having all sorts of issues when using Qc35s or car Bluetooth audio,0.8884263
ca_text,The most successful people read for self-improvement. get 2 #free Amazon audio books for your phone at https://t.co/0SFgjJQUvK,0.44596753
ca_text,"Aprovecha y dale nueva vida a tu Carro, tambi?n servicios de Hojalateria y pintura, Wrap, pulido y enserado.
https://t.co/qtQS4NrD6M
Citas ? https://t.co/NJngpRlViz
Ubicaci?n ? https://t.co/KX4cVAzghM https://t.co/KbYBaFEr5T",0.41273502
ca_text,RT @gaelynnwoods: Weekend car trip? You need #audio books. #GhostsForAllAges #RomSuspense #WomensFic https://t.co/YtIRuH46Eh #ArtKNB @ann_s?,0.35096729
ca_text,@Bloodhound423 Racing games are more demanding than all of your examples. You need to render the picture much much faster moving in a car than someone running on foot. Not to mention all of the realtime audio and physics involved.,0.12556563
ca_text,Weekend car trip? You need #audio books. #GhostsForAllAges #RomSuspense #WomensFic https://t.co/YtIRuH46Eh #ArtKNB @ann_swann,0.35096729
ca_text,"Got the right workaholic-co-driver @anyapumpkin. Car got audio problem? All was handled well, we could still sing our favorite time capsule playlist. https://t.co/YJXLpZ2gMN",0.94051623
ca_text,"Aprovecha y dale nueva vida a tu Carro, tambi?n servicios de Hojalateria y pintura, Wrap, pulido y enserado.
https://t.co/ztuizOP3M5
Citas ? https://t.co/wMnDJPOWQp
Ubicaci?n ? https://t.co/L9kUglMJUG https://t.co/ebrNw8BScn",0.41273502
ca_text,"Aprovecha y dale nueva vida a tu Carro, tambi?n servicios de Hojalateria y pintura, Wrap, pulido y enserado.
https://t.co/qtQS4NJevm
Citas ? https://t.co/NJngpR4kr1
Ubicaci?n ? https://t.co/KX4cVAQRGm https://t.co/9sqKlWoFFg",0.41273502
ca_text,"Aprovecha y dale nueva vida a tu Carro, tambi?n servicios de Hojalateria y pintura, Wrap, pulido y enserado.
https://t.co/5huWCpuKVK
Citas ? https://t.co/OAnhdRJORS
Ubicaci?n ? https://t.co/9uARSERULu https://t.co/Lefp00SDsK",0.41273502
ca_text,"Aprovecha y dale nueva vida a tu Carro, tambi?n servicios de Hojalateria y pintura, Wrap, pulido y enserado.
https://t.co/fy20bK6gQp
Citas ? https://t.co/GfU3HzgJgT
Ubicaci?n ? https://t.co/Jx1c5VKvl0 https://t.co/kjrcpbavOW",0.41273502
